index,Bool_hp,Bool_hpdhw,E_bu,E_budhw,E_cons,E_hp,E_hpdhw,Q_dhwst_hd,Q_hp_sh,Q_hp_ts,Q_loss_dhwst,Q_loss_ts,Q_ts,Q_ts_delta,Q_ts_sh,T_dhwst,T_ts,Set_T,Temp,Req_kWh,Req_kWh_DHW,Temp_supply,Temp_supply_tank,COP_SH,COP_tank,COP_DHW,hp_sh_cons,hp_tank_cons,hp_dhw_cons,Price_flat,Price_DT,Export_price,Price_flat_mod,Price_DT_mod,T_var,Cooling,season,E_PV,T_aux_supply
2017-01-02 12:15:00+01:00,1.0,0.0,0.0,0.0,0.2021966527196657,0.2021966527196657,0.0,0.0,0.48325000000000107,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.7412375,0.0203004166666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 12:30:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.7412375,0.05563,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 12:45:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.7412375,0.23586208333333306,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 13:00:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.813575,0.213007083333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 13:15:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.813575,0.0582858333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 13:30:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.813575,0.0306808333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 13:45:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,0.813575,0.00848833333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 14:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.1297425,0.0916154166666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 14:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.1297425,0.0584579166666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 14:30:00+01:00,1.0,0.0,0.0,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,2.8679999999999994,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.1297425,0.151775416666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 14:45:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.1297425,0.11083,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 15:00:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.25,3.021675,0.0796345833333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 15:15:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.25,3.021675,0.0105041666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 15:30:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.25,3.021675,0.106980833333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 15:45:00+01:00,1.0,0.0,0.0,0.0,0.22161924686192516,0.22161924686192516,0.0,0.0,0.5296700000000011,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.25,3.021675,0.0343520833333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 16:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,272.95,1.4485700000000001,0.0349958333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 16:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,272.95,1.4485700000000001,0.19808125,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 16:30:00+01:00,1.0,0.0,0.0,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,2.8679999999999994,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,272.95,1.4485700000000001,0.0476258333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 16:45:00+01:00,1.0,0.0,0.0,0.0,0.547748953974895,0.547748953974895,0.0,0.0,1.3091199999999992,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,272.95,1.4485700000000001,0.0456308333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 17:00:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.04999999999995,1.02971,0.27282,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 17:15:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.04999999999995,1.02971,0.183661666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 17:30:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.04999999999995,1.02971,0.126152083333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 17:45:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.04999999999995,1.02971,0.08346625,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 18:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.34999999999997,2.1711099999999997,0.11033875,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 18:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.34999999999997,2.1711099999999997,0.492081666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 18:30:00+01:00,1.0,0.0,0.0,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,2.8679999999999994,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.34999999999997,2.1711099999999997,0.37522125,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 18:45:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.34999999999997,2.1711099999999997,0.17732708333333302,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 19:00:00+01:00,1.0,0.0,0.0,0.0,0.20401255230125329,0.20401255230125329,0.0,0.0,0.4875899999999953,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.54999999999995,0.8187875,0.1055875,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 19:15:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.54999999999995,0.8187875,0.127145416666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 19:30:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.54999999999995,0.8187875,0.237252916666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 19:45:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.54999999999995,0.8187875,0.30224125,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 20:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.65,2.08989,0.110512083333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 20:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.65,2.08989,0.3943658333333329,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 20:30:00+01:00,1.0,0.0,0.0,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,2.8679999999999994,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.65,2.08989,0.0773908333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 20:45:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.65,2.08989,0.0851258333333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 21:00:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.75,3.049625,0.04716625,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 21:15:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.75,3.049625,0.0248041666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 21:30:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.75,3.049625,0.0209875,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 21:45:00+01:00,1.0,0.0,0.0,0.0,0.2016987447698728,0.2016987447698728,0.0,0.0,0.4820599999999961,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.75,3.049625,0.267159583333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 22:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.9916,0.122957083333333,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 22:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.9916,0.0268554166666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 22:30:00+01:00,1.0,0.0,0.0,0.0,0.7029163179916331,0.7029163179916331,0.0,0.0,1.6799700000000033,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.9916,0.0530166666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 22:45:00+01:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.45,2.9916,0.0078725,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.2588,100,100,100,100,100,0.0,0,0.0
2017-01-02 23:00:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.15,1.7303925,0.230121666666666,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.1646,100,100,100,100,100,0.0,0,0.0
2017-01-02 23:15:00+01:00,1.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,2.8680000000000003,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.15,1.7303925,0.121695,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.1646,100,100,100,100,100,0.0,0,0.0
2017-01-02 23:30:00+01:00,1.0,0.0,0.0,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,2.8679999999999994,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.15,1.7303925,0.12794708333333302,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.1646,100,100,100,100,100,0.0,0,0.0
2017-01-02 23:45:00+01:00,1.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0,0.0,2.8680000000000008,0.0,0.0,0.0,0.0,0.0,0.0,313.15,0.0,293.15,273.15,1.7303925,0.00396,0.0,0.0,2.39,2.04,1.78,4.8,100,5.8,0.29000000000000004,0.1646,100,100,100,100,100,0.0,0,0.0
