index,Bool_hp,Bool_hpdhw,E_bu,E_budhw,E_cons,E_hp,E_hpdhw,Q_dhwst_hd,Q_hp_sh,Q_hp_ts,Q_loss_dhwst,Q_loss_ts,Q_ts,Q_ts_delta,Q_ts_sh,T_dhwst,T_ts,Set_T,Temp,Req_kWh,Req_kWh_DHW,Temp_supply,Temp_supply_tank,COP_SH,COP_tank,COP_DHW,hp_sh_cons,hp_tank_cons,hp_dhw_cons,Price_flat,Price_DT,Export_price,Price_flat_mod,Price_DT_mod,T_var,Cooling,season,T_aux_supply
2017-01-02 00:00:00+01:00,1.0,0.0,0.015013529581280329,0.0,1.4650135295812805,1.45,0.0,0.0,0.0,2.6395135295812797,0.0,0.0,0.022039075654902263,0.022039075654594408,2.6174744539266857,313.15,315.41406748053413,293.15,269.95,3.3132,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05185,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 00:15:00+01:00,0.0,1.0,0.0,0.0,1.4499999999999995,0.0,1.4499999999999995,0.0,0.0,0.0,0.00448803063080036,0.022039075654338932,0.0,-0.022039075654447515,0.0,323.2556550403845,315.4116925801403,293.15,269.95,3.3132,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05185,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 00:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004485148613495596,0.022039075654338932,0.0,0.0,2.6024609243455523,323.2363225032574,315.4116925801403,293.15,269.95,3.3132,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05185,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 00:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.0044822684468965104,0.022039075654338932,0.0,0.0,2.6024609243455523,323.21700238064153,315.4116925801403,293.15,269.95,3.3132,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05185,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 01:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004479390129814653,0.022039075654338932,0.0,0.0,2.6024609243455523,323.1976946645647,315.4116925801403,293.15,270.15,1.24486,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05004,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 01:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004476513661062345,0.022039075654338932,0.0,0.0,2.6024609243455523,323.1783993470602,315.4116925801403,293.15,270.15,1.24486,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05004,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 01:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004473639039452672,0.022039075654338932,0.0,0.0,2.6024609243455523,323.159116420166,315.4116925801403,293.15,270.15,1.24486,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05004,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 01:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.0044707662637994755,0.022039075654338932,0.0,0.0,2.6024609243455523,323.13984587592546,315.4116925801403,293.15,270.15,1.24486,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.05004,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 02:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.00446789533291736,0.022039075654338932,0.0,0.0,2.6024609243455523,323.12058770638714,315.4116925801403,293.15,269.75,1.942735,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04834,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 02:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004465026245621707,0.022039075654338932,0.0,0.0,2.6024609243455523,323.10134190360424,315.4116925801403,293.15,269.75,1.942735,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04834,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 02:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.00446215900072864,0.022039075654338932,0.0,0.0,2.6024609243455523,323.0821084596356,315.4116925801403,293.15,269.75,1.942735,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04834,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 02:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.0044592935970550465,0.022039075654338932,0.0,0.0,2.6024609243455523,323.0628873665449,315.4116925801403,293.15,269.75,1.942735,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04834,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 03:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.004456430033418571,0.022039075654338932,0.0,0.0,2.6024609243455523,323.04367861640077,315.4116925801403,293.15,269.25,2.7888,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04689,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 03:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.00656791666666666,0.0,2.6245,0.004449350679337222,0.022039075654338932,0.0,0.0,2.6024609243455523,322.99619039508184,315.4116925801403,293.15,269.25,2.7888,0.00656791666666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04689,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 03:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0327158333333333,0.0,2.6245,0.0044254848209528755,0.022039075654338932,0.0,0.0,2.6024609243455523,322.83609850648577,315.4116925801403,293.15,269.25,2.7888,0.0327158333333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04689,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 03:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.163375416666666,0.0,2.6245,0.0043177304089121885,0.022241059701387456,1.8933454107177567,1.8933454107177567,0.7089135295811378,322.11328321736687,315.6157168700883,293.15,269.25,2.7888,0.163375416666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04689,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 04:00:00+01:00,0.0,1.0,0.0,0.0,1.45,0.0,1.45,0.00135083333333333,0.0,0.0,0.0058225155375489215,0.022039075654338932,0.0,-1.8933454107177567,1.8713063350633088,332.20736361016475,315.4116925801403,293.15,269.04999999999995,1.2498775,0.00135083333333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04551,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 04:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.00760291666666666,0.0,2.6245,0.005813894311198331,0.022039075654338932,0.0,0.0,2.6024609243455523,332.14953252836364,315.4116925801403,293.15,269.04999999999995,1.2498775,0.00760291666666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04551,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 04:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.0058101608821308146,0.022039075654338932,0.0,0.0,2.6024609243455523,332.1244887314578,315.4116925801403,293.15,269.04999999999995,1.2498775,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04551,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 04:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,2.6245,0.0058064298505084225,0.022039075654338932,0.0,0.0,2.6024609243455523,332.099461016585,315.4116925801403,293.15,269.04999999999995,1.2498775,0.0,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04551,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 05:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0030854166666666604,0.0,2.6245,0.005800719894930591,0.02223053168781386,1.7946585764116207,1.7946585764116207,0.8076108919000347,332.06115870381944,315.6050825129433,293.15,268.65,1.3716975,0.0030854166666666604,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04679,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 05:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0395758333333333,0.0,2.6245,0.005771581053778979,0.022508114873834858,4.396650461537774,2.6019918851261536,0.0,331.86569571077155,315.88546956953013,293.15,268.65,1.3716975,0.0395758333333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04679,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 05:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.0724645833333333,0.0,2.6245,0.005721341205130286,0.022785668450153233,6.998364793087603,2.6017143315498292,0.0,331.5286874153471,316.1658267173265,293.15,268.65,1.3716975,0.0724645833333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04679,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 05:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.19025875,0.0,2.6245,0.00559549134787521,0.02306319241992738,9.599801600667432,2.60143680757983,0.0,330.68448809919244,316.44615395952263,293.15,268.65,1.3716975,0.19025875,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.04679,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 06:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.561667083333333,0.0,2.6245,0.0052312200914900395,0.022039075654338932,0.0,-9.599801600667432,12.202262525012983,328.2409609292578,315.4116925801403,293.15,268.25,1.7770175,0.561667083333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.051289999999999995,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 06:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.5010908333333329,0.0,2.6245,0.0049060821769356866,0.022039075654338932,0.0,0.0,2.6024609243455523,326.05993974171355,315.4116925801403,293.15,268.25,1.7770175,0.5010908333333329,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.051289999999999995,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 06:30:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.668401666666666,0.0,2.6245,0.00447371334008273,0.022096693734949543,0.5400967556233809,0.5400967556233809,2.0623065506414626,323.1596148278913,315.46989266156515,293.15,268.25,1.7770175,0.668401666666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.051289999999999995,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 06:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.4445458333333329,0.0,2.6245,0.004185372593295157,0.022374291197418798,3.1422224644256858,2.6021257088023053,0.0,321.225428595449,315.7502941388068,293.15,268.25,1.7770175,0.4445458333333329,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.1646,0.051289999999999995,0.1716,0.13003399999999998,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 07:00:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3366079166666661,0.0,0.0,0.003966530023403907,0.02237190453949917,3.11985055988589,-0.02237190453979565,0.0,319.7574352907504,315.74788337323145,293.15,268.15,2.43974,0.3366079166666661,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06097,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 07:15:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35469416666666603,0.0,0.0,0.0037362137846273648,0.022369518136163447,3.0974810417496883,-0.022369518136201805,0.0,318.2124767543224,315.74547286481163,293.15,268.15,2.43974,0.35469416666666603,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06097,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 07:30:00+01:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.154207916666666,0.0,0.0,0.003634788960558036,0.02236713198738466,3.075113909762422,-0.022367131987266475,0.0,317.5321202645498,315.74306261351984,293.15,268.15,2.43974,0.154207916666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06097,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 07:45:00+01:00,0.0,1.0,0.0,0.0,0.1974330619016129,0.0,0.1974330619016129,0.226695833333333,0.0,0.0,0.0036922689765082548,0.02236474609313549,3.0527491636694317,-0.022364746092989662,0.0,317.9176955144239,315.7406526193288,293.15,268.15,2.43974,0.226695833333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06097,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 08:00:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.21070833333333305,0.0,2.6245,0.0035545902713389134,0.022039075654338932,0.0,-3.0527491636694317,5.655210088014883,316.9941484299211,315.4116925801403,293.15,268.34999999999997,1.375135,0.21070833333333305,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06125,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 08:15:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.16734375,0.0,2.6245,0.003444846819358548,0.022039075654338932,0.0,0.0,2.6024609243455523,316.25799068501,315.4116925801403,293.15,268.34999999999997,1.375135,0.16734375,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06125,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 08:30:00+01:00,1.0,0.0,0.0,0.0,0.2129957628799388,0.2129957628799388,0.0,0.04501875,0.0,0.3855223308126892,0.003413725613606075,0.022039075654338932,0.0,0.0,0.3634832551582417,316.0492300142617,315.4116925801403,293.15,268.34999999999997,1.375135,0.04501875,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06125,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 08:45:00+01:00,1.0,0.0,0.0,0.0,0.012176284891959956,0.012176284891959956,0.0,0.0337679166666666,0.0,0.02203907565444752,0.003389849186440912,0.022039075654338932,0.0,0.0,0.0,315.88906723041214,315.4116925801403,293.15,268.34999999999997,1.375135,0.0337679166666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06125,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 09:00:00+01:00,1.0,0.0,0.0,0.0,0.012176284891959956,0.012176284891959956,0.0,0.302663333333333,0.0,0.02203907565444752,0.003193315196198719,0.022039075654338932,0.0,0.0,0.0,314.57071960743997,315.4116925801403,293.15,269.75,1.03539,0.302663333333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06104,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 09:15:00+01:00,1.0,0.0,0.0,0.0,0.012176284891959956,0.012176284891959956,0.0,0.110957916666666,0.0,0.02203907565444752,0.0031200122594203373,0.022039075654338932,0.0,0.0,0.0,314.0790043965517,315.4116925801403,293.15,269.75,1.03539,0.110957916666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06104,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 09:30:00+01:00,1.0,0.0,0.0,0.0,1.4500000000000002,1.4500000000000002,0.0,0.2125475,0.0,2.6245000000000003,0.0029815199999999945,0.02220777533400081,1.581346492184366,1.581346492184366,1.0209457324813231,313.15,315.58209629697046,293.15,269.75,1.03539,0.2125475,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06104,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 09:45:00+01:00,0.0,1.0,0.0,0.0,0.023376195473240102,0.0,0.023376195473240102,0.0348879166666666,0.0,0.0,0.0029815199999999945,0.022205406438270847,1.5591410857459778,-0.02220540643838831,0.0,313.15,315.5797034730008,293.15,269.75,1.03539,0.0348879166666666,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.06104,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 10:00:00+01:00,0.0,1.0,0.0,0.0,0.0542398786008107,0.0,0.0542398786008107,0.0848870833333333,0.0,0.0,0.0029815199999999945,0.022043778207941844,0.04408050246001949,-1.5150605832859585,1.4930168050780048,313.15,315.4164426342847,293.15,270.95,0.9340950000000001,0.0848870833333333,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.061220000000000004,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 10:15:00+01:00,0.0,1.0,0.0,0.0,0.07452177160492822,0.0,0.07452177160492822,0.11774375,0.0,0.0,0.0029815199999999945,0.022041426805728737,0.022039075654447515,-0.022041426805571973,0.0,313.15,315.41406748053413,293.15,270.95,0.9340950000000001,0.11774375,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.061220000000000004,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 10:30:00+01:00,0.0,1.0,0.0,0.0,0.2800470034560405,0.0,0.2800470034560405,0.06661875,0.0,0.0,0.0032281567569378837,0.022039075654338932,0.0,-0.022039075654447515,0.0,314.8044363743184,315.4116925801403,293.15,270.95,0.9340950000000001,0.06661875,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.061220000000000004,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 10:45:00+01:00,1.0,0.0,0.0,0.0,1.45,1.45,0.0,0.04828375,0.0,2.6245,0.0031950780596455637,0.022039075654338932,0.0,0.0,2.6024609243454506,314.58254487406134,315.4116925801403,293.15,270.95,0.9340950000000001,0.04828375,315.4116925801403,319.1732794243673,2.06,1.81,1.62,5.5,5.8,5.8,0.29000000000000004,0.2588,0.061220000000000004,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 11:00:00+01:00,1.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0513716666666666,0.0,2.7540000000000004,0.003160037678796405,0.022039075654338932,0.0,0.0,2.7319609243455534,314.34749442429637,315.4116925801403,293.15,272.65,2.816225,0.0513716666666666,315.4116925801403,319.1732794243673,2.39,2.04,1.78,4.8,5.4,5.8,0.29000000000000004,0.2588,0.06102000000000001,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 11:15:00+01:00,1.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0409291666666666,0.0,2.7540000000000004,0.003131725516886258,0.022039075654338932,0.0,0.0,2.7319609243455534,314.1575767855742,315.4116925801403,293.15,272.65,2.816225,0.0409291666666666,315.4116925801403,319.1732794243673,2.39,2.04,1.78,4.8,5.4,5.8,0.29000000000000004,0.2588,0.06102000000000001,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 11:30:00+01:00,1.0,0.0,0.0,0.0,1.35,1.35,0.0,0.11628041666666601,0.0,2.7540000000000004,0.00305504425321345,0.022039075654338932,0.0,0.0,2.7319609243455534,313.64319979885056,315.4116925801403,293.15,272.65,2.816225,0.116280416666666,315.4116925801403,319.1732794243673,2.39,2.04,1.78,4.8,5.4,5.8,0.29000000000000004,0.2588,0.06102000000000001,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
2017-01-02 11:45:00+01:00,1.0,0.0,0.0,0.0,1.35,1.35,0.0,0.111440833333333,0.0,2.7540000000000004,0.0029815199999999945,0.022041426805728737,0.022039075654447515,0.022039075654447515,2.7099194975398855,313.15,315.41406748053413,293.15,272.65,2.816225,0.111440833333333,315.4116925801403,319.1732794243673,2.39,2.04,1.78,4.8,5.4,5.8,0.29000000000000004,0.2588,0.06102000000000001,0.1716,0.204452,-1.6749999999999983,0,0.0,319.1732794243673
